path,sha256,bytes
07_PREDICTION_PARQUETS\phase13\HA_h3_seed3407.parquet,8b68a30dcb3814d71054c2f8463eb01cfa5e80495f39547dfabd67443996cc6b,109283
07_PREDICTION_PARQUETS\phase13\HA_h3_seed42.parquet,aebe35da2c7f9bc3122128261d57c2725d124c4871abc7f2863d4a73aba39865,109283
07_PREDICTION_PARQUETS\phase13\HA_h6_seed2024.parquet,2deebdf8f028c60a30a960205f2e80a5e1f0e7b9ef0c61abacac928136d4e8b9,120399
07_PREDICTION_PARQUETS\phase13\HA_h6_seed2025.parquet,425c2ebef658715ec5b28a6b01d898342217bd6fc5c88ce56329de2b5146e061,120399
07_PREDICTION_PARQUETS\phase13\HA_h6_seed2026.parquet,e00e9ee40b3d3cb2b5f7555f4703c01b5f1a5deaa5b9b957f33a04c26e054d75,120399
07_PREDICTION_PARQUETS\phase13\HA_h6_seed3407.parquet,0db261fd2bded56b127ccb00159f975e25549000a6a89b9bda66280021dd147f,120399
07_PREDICTION_PARQUETS\phase13\HA_h6_seed42.parquet,92f1fe7affe8a33d9b5275f1e1c6b15d9a521c98b52fb4552e6a6d9aa93add80,120399
07_PREDICTION_PARQUETS\phase13\Persistence_h1_seed2024.parquet,06b47add85b8d818719ead999c10b07230eebfc499876c023ed7c40c0aa6efff,99999
07_PREDICTION_PARQUETS\phase13\Persistence_h1_seed2025.parquet,afec8e152a5b6add62a2445f6497146dcffe3b8e868a9ecce7ab2849293cfa76,99999
07_PREDICTION_PARQUETS\phase13\Persistence_h1_seed2026.parquet,466a59f67efa3196ae6e4f826b3f412e363c45a5081a74ac8b35270fd119ff5f,99999
07_PREDICTION_PARQUETS\phase13\Persistence_h1_seed3407.parquet,f65640ee46184f911292f6743051ce46dcf2ba24a9a17a345c591711f4444266,99999
07_PREDICTION_PARQUETS\phase13\Persistence_h1_seed42.parquet,6f10495cf02991a21b5dfd39392924c3ee9539af659059deeda17de53da95fcd,99999
07_PREDICTION_PARQUETS\phase13\Persistence_h3_seed2024.parquet,2c8dad7dabcbfa71419ebd35cc16c4867c534021026da8ab29226a33a96b3417,105512
07_PREDICTION_PARQUETS\phase13\Persistence_h3_seed2025.parquet,acb088f455210a6d9217681aeb0dd1142eb5a3583fc02d9a178eb535c9227053,105512
07_PREDICTION_PARQUETS\phase13\Persistence_h3_seed2026.parquet,742bfc32e68a954f4dfab106830b4846d4ef637cb71c4b8fc9ad93ada2eb4be7,105512
07_PREDICTION_PARQUETS\phase13\Persistence_h3_seed3407.parquet,c6475733188248da795cbdc7f6220f203d6f0496af7db704e8972ef8ce09d884,105512
07_PREDICTION_PARQUETS\phase13\Persistence_h3_seed42.parquet,4676e3c54de59c86723896348414a8d9f48f571ec5e4c9818bc19bed969e754f,105512
07_PREDICTION_PARQUETS\phase13\Persistence_h6_seed2024.parquet,b68097801b49532fb052a335f9bc00cb4a739f66ea5946b1b40b07e85308d0d1,116759
07_PREDICTION_PARQUETS\phase13\Persistence_h6_seed2025.parquet,aeee5cd885d4848b9b2c8f6494a1609c1790029cc39835f4dbe85578b65ebecd,116759
07_PREDICTION_PARQUETS\phase13\Persistence_h6_seed2026.parquet,d697153d28fda81e062db69d97e8e05ab4e03e9db06d7b267495ddc8fc366a0e,116759
07_PREDICTION_PARQUETS\phase13\Persistence_h6_seed3407.parquet,50b57e32870f38947deb6c55949c5261407838fdaad2110420141a3b27dea1dc,116759
07_PREDICTION_PARQUETS\phase13\Persistence_h6_seed42.parquet,d678792c9aa1fb6a0d8a2936d8644792117584ba984c59a04faf51f8d6ed9f12,116759
07_PREDICTION_PARQUETS\phase13\SeasonalHA_h1_seed2024.parquet,22e363f1cbc1b16aace7c03f70949b7df54c3e02d22c6c3a2a2a8a9c982be15d,133600
07_PREDICTION_PARQUETS\phase13\SeasonalHA_h1_seed2025.parquet,89cc17d383dce84c1628c4623e380fa766c44dbfcd71021908e12d7137297352,133600
07_PREDICTION_PARQUETS\phase13\SeasonalHA_h1_seed2026.parquet,af68d7b89bc7755414773d889c9724e0f3c94913d87d5bb279e45cd2f8c3ef3d,133600
07_PREDICTION_PARQUETS\phase13\SeasonalHA_h1_seed3407.parquet,b866e331cdf3f748ddc827322c0ca0f316d2f4afd242c477e3ba829515a379bf,133600
07_PREDICTION_PARQUETS\phase13\SeasonalHA_h1_seed42.parquet,1493c2c40fbc0f7471071a755923e6a933c81c8248dfe047e5c7bf5a08ce419f,133600
07_PREDICTION_PARQUETS\phase13\SeasonalHA_h3_seed2024.parquet,c5d00ed95d51c61794ecb8f9d839a9292af98b2e32039f515be46ac0e2a146d7,154742
07_PREDICTION_PARQUETS\phase13\SeasonalHA_h3_seed2025.parquet,fcae2fcec22e6b177b9531c9dae0de2a98093cf4d2aa1d7884773ae60559ebe7,154742
07_PREDICTION_PARQUETS\phase13\SeasonalHA_h3_seed2026.parquet,9a05be717a5f9fe4e370767c7c8320467535df43589b5d713a3d012644ea9359,154742
07_PREDICTION_PARQUETS\phase13\SeasonalHA_h3_seed3407.parquet,1b4af14b7f4b84bca65f30fcaa99e50c61da6e95e674620c06a0eca9d48dedb7,154742
07_PREDICTION_PARQUETS\phase13\SeasonalHA_h3_seed42.parquet,0165f10069dc3603956b5856e7a7a075bf2d376fecad1273b38ea456b16e5233,154742
07_PREDICTION_PARQUETS\phase13\SeasonalHA_h6_seed2024.parquet,80d444a592b870ad9844a3adb9731622e0e06479cb2177673004455eb7cf23a2,178986
07_PREDICTION_PARQUETS\phase13\SeasonalHA_h6_seed2025.parquet,999525c3cd1abaac39c640a44348fcd8b558fbf91420c43990ec98039af284eb,178986
07_PREDICTION_PARQUETS\phase13\SeasonalHA_h6_seed2026.parquet,1b11c28f5d62a715687f0d944856f25435c759de9b200b5a3baba1d4c943cbb5,178986
07_PREDICTION_PARQUETS\phase13\SeasonalHA_h6_seed3407.parquet,c8939d259dbe192b0bba8654cff91246ead544a6eb65c1cb80f67a04c9851063,178986
07_PREDICTION_PARQUETS\phase13\SeasonalHA_h6_seed42.parquet,be0d3705904597412fbde3125a34f1f0ac653302e85d2cdf9dabc2e1ad48eb44,178986
07_PREDICTION_PARQUETS\phase13\ST-Transformer-lite_h1_seed2024.parquet,9a833f59cb4be67cae9a7789bacae0810909ad30eb2ecbbf13b548aee99d5f2f,287476
07_PREDICTION_PARQUETS\phase13\ST-Transformer-lite_h1_seed2025.parquet,2c5bca348c351960f1a567f35acd44212fc8fda1361c3b06723971d874df8114,285968
07_PREDICTION_PARQUETS\phase13\ST-Transformer-lite_h1_seed2026.parquet,f5dd321bff6095500086fca46f51f2bf53da4ac759b97a6f92215f62cd8a7d0c,288380
07_PREDICTION_PARQUETS\phase13\ST-Transformer-lite_h1_seed3407.parquet,9781a9f12454b308b693d26d9a81dd220da98daf68d2fbc44431a45eb5c585ed,286168
07_PREDICTION_PARQUETS\phase13\ST-Transformer-lite_h1_seed42.parquet,26e29953d8e8694521489c7e0b7f470803b72ab4e36189ccee203acae29f1a5c,288052
07_PREDICTION_PARQUETS\phase13\ST-Transformer-lite_h3_seed2024.parquet,b365ed273c7e411e5cb3825a225ab1874fde048feb797316ff11cb36afa2acc2,282925
07_PREDICTION_PARQUETS\phase13\ST-Transformer-lite_h3_seed2025.parquet,d159bb56e87b01a307283916064e7af2d8c54db15dfba621ba5a8041b807c065,282525
07_PREDICTION_PARQUETS\phase13\ST-Transformer-lite_h3_seed2026.parquet,5c048321ca6f477a1b0d06f3b27e7ddf56692d0c715152a50406611451f51ea3,282425
07_PREDICTION_PARQUETS\phase13\ST-Transformer-lite_h3_seed3407.parquet,cf6b40633f06899d062c9486b2b464ae332f3bfc84279f2154e036e50481e751,281981
07_PREDICTION_PARQUETS\phase13\ST-Transformer-lite_h3_seed42.parquet,b6170e053c6a2578f3053540515ac044f81ed682ce412da75ac7209c56aaeba1,282837
07_PREDICTION_PARQUETS\phase13\ST-Transformer-lite_h6_seed2024.parquet,023abdc16b46236ebde415845a537a615e3b787f251dc24467362746b8b0771e,291600
07_PREDICTION_PARQUETS\phase13\ST-Transformer-lite_h6_seed2025.parquet,1535a9294e17eb0eda038f66136d5c0a591b7351e7bfefcea62090a243b8f681,291696
07_PREDICTION_PARQUETS\phase13\ST-Transformer-lite_h6_seed2026.parquet,9f8be4c3d95939e51b914bc2e0ecfaa771925975c6d24642affcdda5cc733e2f,291832
07_PREDICTION_PARQUETS\phase13\ST-Transformer-lite_h6_seed3407.parquet,5e4331af209ec3aa4cee78068b251372e3ed78983e171ad16affde53bc75f953,291736
07_PREDICTION_PARQUETS\phase13\ST-Transformer-lite_h6_seed42.parquet,811f85381807cdd24c2518c4369cbdccaf29bfa24a630a4bc760adef07bbc5f9,291516
07_PREDICTION_PARQUETS\phase13\TCN_h1_seed2024.parquet,9ad41d3d72eeb593cc3f483fed585ccff1be70e50cd279b9fc8cd8ae329afa75,269012
07_PREDICTION_PARQUETS\phase13\TCN_h1_seed2025.parquet,d5b645f602152c99f65a073e9de19748a18bf49edc0178c545c8bf3ef489166e,268240
07_PREDICTION_PARQUETS\phase13\TCN_h1_seed2026.parquet,116acb08c7e8ec7395818ab32f8b7ebac09766ab5547be39a3c4fb706fe819ec,268756
07_PREDICTION_PARQUETS\phase13\TCN_h1_seed3407.parquet,e99ccfd35dbbe99ce5ab2d52ce2cb71a087959b8ad20e7e70b4d1cf5eb1cc08e,268580
07_PREDICTION_PARQUETS\phase13\TCN_h1_seed42.parquet,e02c3d43c7fe541b6f237879ed94f94a8aee96fb7a3a89d65edf4913bb8d8f04,268380
07_PREDICTION_PARQUETS\phase13\TCN_h3_seed2024.parquet,3ad8c8543fa80c14e68ddd732e1849e66c284a70ed281e8fbc6e307feb9f6de7,264633
07_PREDICTION_PARQUETS\phase13\TCN_h3_seed2025.parquet,dbb54bf3cc538c3d52d26e769db5718eea5d48ed79d14ab45cc0ce230e24e6b4,264293
07_PREDICTION_PARQUETS\phase13\TCN_h3_seed2026.parquet,621e7c7d4ded71c8069910b14de5a49cbc67e2988218b64cfb202c22aebcd4ae,264841
07_PREDICTION_PARQUETS\phase13\TCN_h3_seed3407.parquet,5982ebaf702b969ca6ee423a5caf5b4fea060f0eceef7e92c36a2d4e105a96a2,264541
07_PREDICTION_PARQUETS\phase13\TCN_h3_seed42.parquet,15b37c4a79b55295d6bbd639f3bc48df4ee984e592170876993724e63cb0e0da,264853
07_PREDICTION_PARQUETS\phase13\TCN_h6_seed2024.parquet,b716b5b96a0c46c059d8afcd0cbc0b08cd6fbc5527389429d74b2d6173a6b321,274716
07_PREDICTION_PARQUETS\phase13\TCN_h6_seed2025.parquet,f0796fb88838aa5317b51b6176c3c912bd884048be0550129d7c30a3bc485a05,274776
07_PREDICTION_PARQUETS\phase13\TCN_h6_seed2026.parquet,9c7870918919b3f238614810b8a3774b26dc23031ec984a65bbe9912e32e6b45,274740
07_PREDICTION_PARQUETS\phase13\TCN_h6_seed3407.parquet,23e06c23d65c27ebc6c9b04b7ee24e84943c980e7651b282dd16023f85fa6106,274784
07_PREDICTION_PARQUETS\phase13\TCN_h6_seed42.parquet,78d11c1720cc2bf23cf976d000cf3c35ab3ae7d9b713157811a4196cd5b08706,274360
07_PREDICTION_PARQUETS\phase13\XGBoost_h1_seed2024.parquet,408df81145061ae22b126856143165eaa75b280c82a63c12aea065c842fcd5d9,265396
07_PREDICTION_PARQUETS\phase13\XGBoost_h1_seed2025.parquet,58712abe959ba97dd6359224c6c2a7f8bbf01026a5f72c150ddb73d250a0100f,265464
07_PREDICTION_PARQUETS\phase13\XGBoost_h1_seed2026.parquet,070aba8502f3ef2364b7b4beaf419b965deca8364f2d4b1215974122d2b076ab,265316
07_PREDICTION_PARQUETS\phase13\XGBoost_h1_seed3407.parquet,3d2eae26c10e10fdfa3ab0c13362043bd125d61328ae25e9f4a71edaff9183eb,265416
07_PREDICTION_PARQUETS\phase13\XGBoost_h1_seed42.parquet,250e41be696ec17b7a703013b292b9f248046dc39e4abe45d311a62a273f8c6b,265264
07_PREDICTION_PARQUETS\phase13\XGBoost_h3_seed2024.parquet,6eb2f2a045a336674d165d0374929e627fe66c23dfc4118e3e2b7ec0c566feca,262609
07_PREDICTION_PARQUETS\phase13\XGBoost_h3_seed2025.parquet,6090b4c959f00313c185455f265cd5aed38b228732ae7aed32525d85e9cd70b2,262585
07_PREDICTION_PARQUETS\phase13\XGBoost_h3_seed2026.parquet,aa30ed0ebc1efa26a70b0562bb2008969002b1bfa639a338bee4af4e84dbc546,262597
07_PREDICTION_PARQUETS\phase13\XGBoost_h3_seed3407.parquet,7bd12e4bda836dd077d1fd73aafdc5c033c535411cf86bf360655d1a295e0fe7,262553
07_PREDICTION_PARQUETS\phase13\XGBoost_h3_seed42.parquet,c50932f8ada600dc6b9f448c207843399811b530f25e1680201dff72dde4f7e2,262437
07_PREDICTION_PARQUETS\phase13\XGBoost_h6_seed2024.parquet,87f92a6862ae9f99e7f7d72a2a92ca454a707fa72c42671f42cc351e982127b7,272716
07_PREDICTION_PARQUETS\phase13\XGBoost_h6_seed2025.parquet,87b4609be82d14d2cf4b33c4039977e265b9ee870d4ad588b42ef5af5785ecc2,272732
07_PREDICTION_PARQUETS\phase13\XGBoost_h6_seed2026.parquet,25b6d135503af22c0a96f5168b4d44b4f0365f5ce6914246e4ddccb7872ca98b,272660
07_PREDICTION_PARQUETS\phase13\XGBoost_h6_seed3407.parquet,839128c619f59ce0b25e2a577704d5ba6542cc642710cb34baa485b169a5996a,272792
07_PREDICTION_PARQUETS\phase13\XGBoost_h6_seed42.parquet,eb37ffe254b6cd8d5291ec3f403f61cd202f4206e13d5680391aaf490fab6249,272736
07_PREDICTION_PARQUETS\phase15\full_features_h1_seed2024.parquet,dcaf0c29bba034e05a89476f102362795d3e4a8425c799ae40f528873534db00,198628
07_PREDICTION_PARQUETS\phase15\full_features_h1_seed2025.parquet,45e8e98491d79acb85bedf7cd8a83b803ac061f8742470f60bcff52248a9e6fb,204179
07_PREDICTION_PARQUETS\phase15\full_features_h1_seed2026.parquet,d7d160043571dfb8ea3f0a9e912320c23fb138b1d57d3c1377852b76c763e749,200888
07_PREDICTION_PARQUETS\phase15\full_features_h1_seed3407.parquet,03768a7c44eb4908b447a94ec166bc6d6d43110178959c434eb14806365ed38d,205899
07_PREDICTION_PARQUETS\phase15\full_features_h1_seed42.parquet,262adadb1acf64a1c98dbf9c5805f94a03db0bbce7334892825e6ff7978038cc,199452
07_PREDICTION_PARQUETS\phase15\full_features_h3_seed2024.parquet,be0b0ee7c5af36b955062f2235c36e3c2667ff4208c0a7ee8250676c3b6b95c1,202141
07_PREDICTION_PARQUETS\phase15\full_features_h3_seed2025.parquet,dc71b5a764c12cd42a32ad6810a6f8962d962e1ff78a48f060dc8455b6a8e17f,206695
07_PREDICTION_PARQUETS\phase15\full_features_h3_seed2026.parquet,219c2e3548474d2af984098861d5584ee13172b11a40a1a0256a401e2d99d1bc,206055
07_PREDICTION_PARQUETS\phase15\full_features_h3_seed3407.parquet,1f2f16f035217d1d60f1f766a9cdd8a50014c44b44fee6a174885f20a0d18b92,204053
07_PREDICTION_PARQUETS\phase15\full_features_h3_seed42.parquet,3197d62c2fee7a229e6ab79d2386d9d7532836cce93ce1aaeb911c6a98cfce6d,203409
07_PREDICTION_PARQUETS\phase15\full_features_h6_seed2024.parquet,a158932d56e89322ac9b4fd12f4af1e0ad793541e590b0993538a11b36838931,213946
07_PREDICTION_PARQUETS\phase15\full_features_h6_seed2025.parquet,0ced3b596b7f4bda8b7e989c7093ed96fd2ad94b17c49dc58a2d99c0e6786148,218178
07_PREDICTION_PARQUETS\phase15\full_features_h6_seed2026.parquet,eec42e6fde0a12bba5961f3aafeafb741b014605ff979b43248da219998013f1,218515
07_PREDICTION_PARQUETS\phase15\full_features_h6_seed3407.parquet,578aa75848ca3490abce6b615a3bc5bf9997239057ca751cbf45984d92d7d877,217154
07_PREDICTION_PARQUETS\phase15\full_features_h6_seed42.parquet,69a92d35a538998221772fca0f8d0249bf56de0b1bdf8a28c622aadcea94d0e5,214442
07_PREDICTION_PARQUETS\phase15\speed_only_h1_seed2024.parquet,3c10f010ea732f2327dbf80b777342d2b5330eb3a6e7ccc1646af2c97efae7ec,220028
07_PREDICTION_PARQUETS\phase15\speed_only_h1_seed2025.parquet,79555455d92a08dd1fcdd8d7f113f8f55bfd0ad3ae59dcb7fe89b7e1de888291,221036
07_PREDICTION_PARQUETS\phase15\speed_only_h1_seed2026.parquet,e7b3c351a5ee0b4857faa488bf4f21636adf6a7be71c0ad9e4ed8cf94d2058f9,219328
07_PREDICTION_PARQUETS\phase15\speed_only_h1_seed3407.parquet,fc5f841a081e715e47b3f14dd6a0697bc8552a73739f7724e8a07954853d7b5c,170485
07_PREDICTION_PARQUETS\phase15\speed_only_h1_seed42.parquet,7c26fc48501023ef7b72bc47c9067992c3210282d1022b49bf47785ab15324c8,220096
07_PREDICTION_PARQUETS\phase15\speed_only_h3_seed2024.parquet,337451216d4807fdcd0bbd215f7f2b1a4f9ed903feb7fdbff4089c60de4c9372,171999
07_PREDICTION_PARQUETS\phase15\speed_only_h3_seed2025.parquet,f68fec8fb695e490288668e57270f49b94afa8f57e5aa0ebb5ca8e615eed2f19,172355
07_PREDICTION_PARQUETS\phase15\speed_only_h3_seed2026.parquet,797cded33edb01a2eaafc41b53680bf8b4c711188873bbc56adebd49878ec57f,170271
07_PREDICTION_PARQUETS\phase15\speed_only_h3_seed3407.parquet,7beb5da042acc74bbd9bec5642688586769bd98eca42d6f18b6a8e05b2f1ca36,173433
07_PREDICTION_PARQUETS\phase15\speed_only_h3_seed42.parquet,5c14b722a8029198fafcb008d83977372ac3d817a5eeb62bf0e8bc492c35ce2b,173515
07_PREDICTION_PARQUETS\phase15\speed_only_h6_seed2024.parquet,b9423588ba1cfcf3b7284b234509328d0292c7182eb046fffd67d29f7922b631,183707
07_PREDICTION_PARQUETS\phase15\speed_only_h6_seed2025.parquet,06b77fa1eab1d2c3a516bb78b9d7212669f970b51608c0bbb7997fff4754a569,183229
07_PREDICTION_PARQUETS\phase15\speed_only_h6_seed2026.parquet,9079ef6374faf25af702904c6ea08ef67087b0e4acefd3d6703d0095c6258078,185755
07_PREDICTION_PARQUETS\phase15\speed_only_h6_seed3407.parquet,8888a6c7768143eca263969c3c39fc379665582f13f1df12aef02b15947b6d5d,185785
07_PREDICTION_PARQUETS\phase15\speed_only_h6_seed42.parquet,f614c95d2aba0ab3a40c6f0818fa654c33e6d94d7bd6b0a6986c5c608ce4731d,185584
07_PREDICTION_PARQUETS\phase15\speed_reliability_h1_seed2024.parquet,2f39502f63334c8dfc255f1f2ff2baa441f585e9fa138b1f21e0ebf3da7536d6,182138
07_PREDICTION_PARQUETS\phase15\speed_reliability_h1_seed2025.parquet,fdcb21267adbcdc2f6dc1b63f2165b8d104325441ff960e81438513f6a949753,183580
07_PREDICTION_PARQUETS\phase15\speed_reliability_h1_seed2026.parquet,ad9a2e3ce8e4aaa47de56a43bb6b0eff8ccf6f63405dac51a14ea404e0d348f7,182426
07_PREDICTION_PARQUETS\phase15\speed_reliability_h1_seed3407.parquet,a0f66aac42585c0a1733618408bb2c946bf47a4714fa9891800474eec65da683,182885
07_PREDICTION_PARQUETS\phase15\speed_reliability_h1_seed42.parquet,29f7a655477a5fd3480f58a3869f7eb2ce3ac94b9227c24837f5365b8f4ef98d,184345
07_PREDICTION_PARQUETS\phase15\speed_reliability_h3_seed2024.parquet,b46d3c82b249acdf1f6eec3b613b49085d3649a415f4e50d736b0f7a6ed0801b,187185
07_PREDICTION_PARQUETS\phase15\speed_reliability_h3_seed2025.parquet,9ebd041e91aab2e8286cf4b8c2d3d8825140142b16c2d36dd93270209f625869,186931
07_PREDICTION_PARQUETS\phase15\speed_reliability_h3_seed2026.parquet,522ad64a3a3b57d841d4c153313bf750b777a0a85414e3b49317454b1054c59f,186157
07_PREDICTION_PARQUETS\phase15\speed_reliability_h3_seed3407.parquet,7552d349f7d5fa0cce0a9e3bdd0ce103a0ccfb4051f3a709dc75960dabc4e9b2,185914
07_PREDICTION_PARQUETS\phase15\speed_reliability_h3_seed42.parquet,7456d23cd78543da6cc605b6acebfb20734f7c9afbe6d1039e7a5d36da434093,188552
07_PREDICTION_PARQUETS\phase15\speed_reliability_h6_seed2024.parquet,942950521b2a0db516764c08f6e1fad07c93d1d30a8e8c34af38d155a8234a36,199568
07_PREDICTION_PARQUETS\phase15\speed_reliability_h6_seed2025.parquet,030b821fdb6a9c703ae2e1d5bccc98f9b33873ad877eba6375b318d7fe39e033,195290
07_PREDICTION_PARQUETS\phase15\speed_reliability_h6_seed2026.parquet,a6af747d736692f202221bab08ff0f673e93ce8ac0f78e3847132f7a0c5689f8,197039
07_PREDICTION_PARQUETS\phase15\speed_reliability_h6_seed3407.parquet,39e8814cfe85de4a199981d7b590e09d3ecd8c4cefc13d89b1c9e0e64e19e5be,196758
07_PREDICTION_PARQUETS\phase15\speed_reliability_h6_seed42.parquet,3eb097d3dc7f88ce2a067445b497054b3bd5948618793095d567fa46a1e9db0e,199104
07_PREDICTION_PARQUETS\phase15\speed_time_h1_seed2024.parquet,2fc30fe2ab12f4fddbc6e58087fbc67267193c4834080d89f019ef2f41e3a276,193194
07_PREDICTION_PARQUETS\phase15\speed_time_h1_seed2025.parquet,8fa47b4050e908615b52a0ef4b7bcd4d843e09468b5df17ff940d4ecdf3fcac8,193915
07_PREDICTION_PARQUETS\phase15\speed_time_h1_seed2026.parquet,795eee2aecdf95fa4ba0a38d8411ba6024f2b02f8e1ac51b7ede26f45cc1d80a,193751
07_PREDICTION_PARQUETS\phase15\speed_time_h1_seed3407.parquet,f34eca6a37d905cf570814120683d290ff26a75ab3bdb57799b651863239716e,193734
07_PREDICTION_PARQUETS\phase15\speed_time_h1_seed42.parquet,b1a326b843b97629ccf60f6dac1b7f186ac7598adc4fe453b68ddc1eb46fcdf3,194024
07_PREDICTION_PARQUETS\phase15\speed_time_h3_seed2024.parquet,e212279f6f7291ddbbe9caef2fbe1eb3d715b142e367bbad4cf8dd0bbd9f4e88,195992
07_PREDICTION_PARQUETS\phase15\speed_time_h3_seed2025.parquet,714f4fe2b295ae5f6514f35f5db4b6cfd887d21a7106d4e9de20b02769fa3a2f,195109
07_PREDICTION_PARQUETS\phase15\speed_time_h3_seed2026.parquet,04a9fc98230fc32e3ac1617eddf4aef049b131066a53cd118430661ab987a88e,194587
07_PREDICTION_PARQUETS\phase15\speed_time_h3_seed3407.parquet,c2712f2cf2b17c0950688a48bb797168e0841250d9d10e96df5842c8862e757b,195434
07_PREDICTION_PARQUETS\phase15\speed_time_h3_seed42.parquet,e1f56ad9e3af51ff209baf6cb9528115e40295badc98a4845a0568611f13fccb,195772
07_PREDICTION_PARQUETS\phase15\speed_time_h6_seed2024.parquet,128e7cc3e511adb935140c8346ebdaa9600b1e233dfe49546844b5c653acfed7,208218
07_PREDICTION_PARQUETS\phase15\speed_time_h6_seed2025.parquet,2fd62ea6c753de824160f5e56756bc4059a830dbeb8b0f5454364be5a2386b64,208094
07_PREDICTION_PARQUETS\phase15\speed_time_h6_seed2026.parquet,5b0e4076dd0516f8a90f63799c3766b27e7237877d8411a623ddf094603f23c7,207195
07_PREDICTION_PARQUETS\phase15\speed_time_h6_seed3407.parquet,4b510f5fd80442baac7bb71d7d39f14d319a1dd11bf216fa9e4be4da6d5354fb,208022
07_PREDICTION_PARQUETS\phase15\speed_time_h6_seed42.parquet,baaa6143cdc52fe3e4ba6ca5a44018eafb82cf16301c5c75c80ae6bd0d863ca4,208857
07_PREDICTION_PARQUETS\phase15\speed_volatility_h1_seed2024.parquet,11f1578ab2aa569a2fd750086cd7bd7da89121dd05f22de71eba7df5f3e44a5e,175957
07_PREDICTION_PARQUETS\phase15\speed_volatility_h1_seed2025.parquet,a81b604dbf5a6bf66c9500a8020b171e864e64e85800d6029c8a0a85a6804dc3,175385
07_PREDICTION_PARQUETS\phase15\speed_volatility_h1_seed2026.parquet,80eb885bfab00a415dfb72087c7d3d62b54a48f1f775a61689045f8da83147de,174625
07_PREDICTION_PARQUETS\phase15\speed_volatility_h1_seed3407.parquet,6ae15ee4997cc78207e2473305c9be1cf6eabd25abe8cfa1a91d00ea2527488e,175908
07_PREDICTION_PARQUETS\phase15\speed_volatility_h1_seed42.parquet,b0636c4c2b752e089786ca4572225590d20e012d4d15f12a33be4828d02ea749,176100
07_PREDICTION_PARQUETS\phase15\speed_volatility_h3_seed2024.parquet,b1c5ea67997f2e703c165321287511203e55915a2be313a4fbc00e522640cfe5,179176
07_PREDICTION_PARQUETS\phase15\speed_volatility_h3_seed2025.parquet,cb625c46f51ab8929ab27ba1c1fdbb6a28c9eafa2c5228440a529f8a5c19057b,179639
07_PREDICTION_PARQUETS\phase15\speed_volatility_h3_seed2026.parquet,92f4e696b06ce6bd7f219d76af24521483501262bd4b0abf855efc16cf7a0ac6,178781
07_PREDICTION_PARQUETS\phase15\speed_volatility_h3_seed3407.parquet,db7fffb4c5332b3b26815b701e8a6e9f249ce3a71c4d8aa0074ee31a79bdef37,179606
07_PREDICTION_PARQUETS\phase15\speed_volatility_h3_seed42.parquet,0ada8159860e1195115f3a19ee2acfee8e5525c9ee5fd613f03f1785b41b2713,179225
07_PREDICTION_PARQUETS\phase15\speed_volatility_h6_seed2024.parquet,dadce28d1d51b69bc39330bb6b678e812a8c26a4caf5660cc903d4eccc122314,190051
07_PREDICTION_PARQUETS\phase15\speed_volatility_h6_seed2025.parquet,3a251319bfb95485b71bafe3c8d01e9159d87f18c38f15c8047c0d7d4a3ed0ea,188877
07_PREDICTION_PARQUETS\phase15\speed_volatility_h6_seed2026.parquet,ea55c7e33797cab739ad94f656e398c1060cb0de61f0b1603adaa41d94800103,190671
07_PREDICTION_PARQUETS\phase15\speed_volatility_h6_seed3407.parquet,6aefb6671f3799264b104f87c68dee2f40c01ec49585c576658a21b1797b4857,189945
07_PREDICTION_PARQUETS\phase15\speed_volatility_h6_seed42.parquet,63e1ff8c2572f630bae48a6e4731e9da5d3c2bdf76fd8a47110698af956d4b32,190837
07_PREDICTION_PARQUETS\phase20\HA_h1_seed2024.parquet,65d8f58ed69966605f52aa04d0ce8467866b866c90d6c32e2396da8122a69036,459189
07_PREDICTION_PARQUETS\phase20\HA_h1_seed2025.parquet,a09b86d9794adce1ce1d32421decf97f6241cef13af51c9e1ef2e1aedea66cb3,459189
07_PREDICTION_PARQUETS\phase20\HA_h1_seed2026.parquet,54bff4a01eb88be436a71a8bbbf2a9c81614b8b8d0300f38f52cbaf95c4d0885,459189
07_PREDICTION_PARQUETS\phase20\HA_h1_seed3407.parquet,ebdf65011cacaa94944ab0752ae485a970987fa248707420cbf0fa5500792806,459189
07_PREDICTION_PARQUETS\phase20\HA_h1_seed42.parquet,f6c84103a2c8ca3adea449731aa33c7e42e9340e7494b93facd43105c0e17119,459189
07_PREDICTION_PARQUETS\phase20\HA_h3_seed2024.parquet,a7cccda5eb0169a8240e9be33d2eb34b22c22ea6b5985ce5cd009d35c69d0ac6,456955
07_PREDICTION_PARQUETS\phase20\HA_h3_seed2025.parquet,b81400fe8275dce8371fc7c6f13119d98f417a5dfc6c307efeaf09cb429590b9,456955
07_PREDICTION_PARQUETS\phase20\HA_h3_seed2026.parquet,485f72b2a16f631d0a2717244776e753452eae56ea2e484722af1bc051e5e2f2,456955
07_PREDICTION_PARQUETS\phase20\HA_h3_seed3407.parquet,ea03a93c5ece32e1ca9dbb8a8b4b6ba622e8385e29e358da5f5ccdf85149039b,456955
07_PREDICTION_PARQUETS\phase20\HA_h3_seed42.parquet,162715800446d08ae392418c3851c14e8c0e1d4311f3eea34d9d50abc01c7d8a,456955
